signal,program_code,exhibition_date,program_start_time,average_audience
DF,N18H,2020-04-21,2020-04-21T21:30:00.000Z,202327.21212121213
DF,SAME,2020-05-05,2020-05-05T04:23:00.000Z,49476.5
DF,REPO,2020-05-08,2020-05-09T01:37:00.000Z,253314.29411764705
DF,BPRA,2020-04-15,2020-04-15T09:00:00.000Z,97097.5033557047
DF,PTV1,2020-04-28,2020-04-28T14:59:00.000Z,209058.76744186046
RJ,PTV1,2020-05-04,2020-05-04T15:01:00.000Z,1122563.0481927712
DF,JNAC,2020-05-26,2020-05-26T23:30:00.000Z,373203.125
SP1,PTV1,2020-06-26,2020-06-26T15:01:00.000Z,1113896.8554216868
RJ,CIMA,2020-04-19,2020-04-19T04:26:00.000Z,458832.1690140845
PE1,JGLO,2020-04-15,2020-04-15T03:49:00.000Z,138134.26530612246
BH,FATI,2020-05-25,2020-05-25T12:58:00.000Z,119319.7741935484
BH,INDD,2020-05-10,2020-05-10T10:17:00.000Z,83553.96
BH,N19S,2020-06-13,2020-06-13T22:39:00.000Z,735635.7
PE1,TARA,2020-04-28,2020-04-28T18:04:00.000Z,422745.47524752474
BH,TNOB,2020-06-16,2020-06-17T02:28:00.000Z,191352.04347826086
SP1,ANTE,2020-06-07,2020-06-07T10:26:00.000Z,441539.5714285714
DF,COR2,2020-06-26,2020-06-26T07:17:00.000Z,21731.543478260868
SP1,VALE,2020-06-18,2020-06-18T19:42:00.000Z,1871492.0476190476
RJ,COR1,2020-04-15,2020-04-15T05:26:00.000Z,418056.94680851063
BH,NBRA,2020-05-13,2020-05-13T11:30:00.000Z,118338.85
BH,N20H,2020-05-29,2020-05-30T00:38:00.000Z,846846.6363636364
PE1,PTV2,2020-05-11,2020-05-11T22:10:00.000Z,923784.3
SP1,PTV1,2020-05-14,2020-05-14T15:01:00.000Z,1159316.1445783132
PE1,PTV1,2020-05-28,2020-05-28T15:00:00.000Z,201775.4
RJ,VALE,2020-06-03,2020-06-03T19:38:00.000Z,1496976.9268292682
RJ,JGLO,2020-06-03,2020-06-03T03:28:00.000Z,518246.6964285714
RJ,TARA,2020-06-25,2020-06-25T17:59:00.000Z,709672.6842105263
SP1,MALH,2020-06-09,2020-06-09T21:05:00.000Z,1588716.04
BH,PTV2,2020-04-16,2020-04-16T22:15:00.000Z,914804.1333333333
RJ,N18H,2020-05-05,2020-05-05T21:29:00.000Z,1464464.4722222222
RJ,SAME,2020-06-18,2020-06-18T05:20:00.000Z,381444.28571428574
SP1,ALTA,2020-06-20,2020-06-21T01:58:00.000Z,992044.9693877551
BH,JNAC,2020-05-12,2020-05-12T23:30:00.000Z,763419.303030303
BH,COR1,2020-05-12,2020-05-12T04:54:00.000Z,82349.14285714286
DF,AUTO,2020-05-10,2020-05-10T12:14:00.000Z,150224.09677419355
BH,PTV2,2020-04-23,2020-04-23T22:11:00.000Z,889874.4814814815
BH,HORA,2020-06-24,2020-06-24T07:00:00.000Z,67469.99159663866
PE1,N19H,2020-06-05,2020-06-05T22:41:00.000Z,815445.8958333334
PE1,MALH,2020-06-05,2020-06-05T21:10:00.000Z,550634.0
SP1,VALE,2020-05-18,2020-05-18T19:37:00.000Z,1644825.0
PE1,SAME,2020-06-04,2020-06-04T05:18:00.000Z,47917.28571428572
BH,JGLO,2020-05-13,2020-05-13T03:34:00.000Z,117369.94827586207
PE1,TARA,2020-05-11,2020-05-11T17:59:00.000Z,420745.1595744681
SP1,JNAC,2020-05-22,2020-05-22T23:30:00.000Z,2969456.96
RJ,SAME,2020-06-12,2020-06-12T05:28:00.000Z,341275.5106382979
PE1,JGLO,2020-05-29,2020-05-30T02:52:00.000Z,103435.83333333333
RJ,EMPR,2020-06-07,2020-06-07T10:55:00.000Z,432914.47222222225
PE1,SAME,2020-06-26,2020-06-26T04:50:00.000Z,49935.97872340425
DF,N20H,2020-06-01,2020-06-02T00:35:00.000Z,372880.5227272727
PE1,PT2S,2020-05-02,2020-05-02T22:17:00.000Z,956363.3928571428
RJ,HUCK,2020-06-13,2020-06-13T18:48:00.000Z,838719.9166666666
BH,N19H,2020-04-16,2020-04-16T22:45:00.000Z,900179.0
RJ,N19H,2020-05-05,2020-05-05T22:42:00.000Z,1957348.5531914893
DF,HORA,2020-04-20,2020-04-20T07:00:00.000Z,22428.9
PE1,PTV2,2020-04-13,2020-04-13T22:08:00.000Z,816079.4375
PE1,GLCO,2020-05-24,2020-05-24T10:27:00.000Z,133863.88888888888
SP1,PTV1,2020-06-04,2020-06-04T15:02:00.000Z,1044981.2073170731
DF,N19H,2020-05-29,2020-05-29T22:44:00.000Z,394558.8
PE1,ESPO,2020-06-21,2020-06-21T13:00:00.000Z,178863.35
RJ,BIGB,2020-04-13,2020-04-14T01:31:00.000Z,2292993.604651163
SP1,SAME,2020-05-20,2020-05-20T05:01:00.000Z,423477.6382978723
DF,PTV1,2020-05-28,2020-05-28T15:00:00.000Z,205388.22619047618
DF,N19H,2020-06-19,2020-06-19T22:45:00.000Z,369496.6590909091
DF,ALTA,2020-05-30,2020-05-31T02:00:00.000Z,65966.41747572816
SP1,VALE,2020-06-17,2020-06-17T19:46:00.000Z,1994592.1851851852
RJ,JNAS,2020-06-27,2020-06-27T23:30:00.000Z,2045915.2794117648
RJ,BPRA,2020-05-12,2020-05-12T09:00:00.000Z,639812.2684563758
RJ,BPRA,2020-05-20,2020-05-20T09:00:00.000Z,589850.6845637584
SP1,CBIL,2020-06-28,2020-06-28T18:41:00.000Z,1539557.2262773723
BH,N18H,2020-04-27,2020-04-27T21:32:00.000Z,709635.3947368421
BH,FATI,2020-04-27,2020-04-27T13:45:00.000Z,128059.82894736843
BH,NBRA,2020-05-29,2020-05-29T11:30:00.000Z,135074.64044943822
BH,PTV2,2020-05-29,2020-05-29T22:16:00.000Z,765665.9285714285
DF,COR1,2020-05-05,2020-05-05T05:12:00.000Z,35819.49074074074
SP1,TARA,2020-06-29,2020-06-29T18:03:00.000Z,1136137.608695652
DF,SERA,2020-05-09,2020-05-09T08:57:00.000Z,11188.173076923076
DF,JHOJ,2020-04-28,2020-04-28T16:25:00.000Z,185704.16326530612
BH,MISA,2020-05-17,2020-05-17T09:23:00.000Z,106539.95714285714
BH,HORA,2020-05-04,2020-05-04T07:00:00.000Z,49090.825
RJ,COR2,2020-05-29,2020-05-29T07:18:00.000Z,274304.64210526313
BH,CINE,2020-05-20,2020-05-21T01:35:00.000Z,517658.3220338983
DF,COR2,2020-04-25,2020-04-25T08:08:00.000Z,7417.746666666667
DF,HUCK,2020-04-25,2020-04-25T19:03:00.000Z,122007.22222222222
RJ,NBRA,2020-04-30,2020-04-30T11:30:00.000Z,627307.8765432099
DF,PTV1,2020-05-29,2020-05-29T15:00:00.000Z,194995.44047619047
DF,TECA,2020-04-25,2020-04-26T01:30:00.000Z,379915.25
RJ,JNAS,2020-05-02,2020-05-02T23:30:00.000Z,1987377.396551724
DF,N20S,2020-05-02,2020-05-03T00:28:00.000Z,292932.0
BH,AUTO,2020-06-07,2020-06-07T12:29:00.000Z,122275.7741935484
RJ,N18H,2020-06-08,2020-06-08T21:35:00.000Z,1506460.9714285715
RJ,COR1,2020-06-26,2020-06-26T05:37:00.000Z,310778.41414141416
RJ,NBRA,2020-05-07,2020-05-07T11:30:00.000Z,680869.1898734177
SP1,FATI,2020-05-20,2020-05-20T13:43:00.000Z,594392.9615384615
BH,JNAC,2020-05-05,2020-05-05T23:30:00.000Z,896388.2753623188
BH,JHOJ,2020-06-06,2020-06-06T16:10:00.000Z,213983.73214285713
RJ,PTV1,2020-05-12,2020-05-12T15:01:00.000Z,1038997.3373493976
RJ,PTV2,2020-05-11,2020-05-11T22:06:00.000Z,1883344.9411764706
RJ,BIGB,2020-04-24,2020-04-25T02:09:00.000Z,1904925.6610169492
SP1,TARA,2020-05-19,2020-05-19T17:56:00.000Z,1095585.4653465347
SP1,JNAS,2020-04-25,2020-04-25T23:30:00.000Z,2462035.6363636362
RJ,GRUD,2020-05-10,2020-05-10T11:19:00.000Z,665652.4
DF,PTV2,2020-06-11,2020-06-11T22:08:00.000Z,345559.4827586207
BH,CORO,2020-05-20,2020-05-20T12:48:00.000Z,112919.96363636364
BH,VALE,2020-05-29,2020-05-29T19:42:00.000Z,620273.8372093023
SP1,BIAL,2020-05-21,2020-05-21T04:43:00.000Z,571883.696969697
DF,MALH,2020-04-21,2020-04-21T21:00:00.000Z,213577.13333333333
SP1,DFAU,2020-04-12,2020-04-12T21:08:00.000Z,1379126.972972973
SP1,N20S,2020-04-11,2020-04-12T00:29:00.000Z,2805255.8596491227
BH,N20S,2020-05-16,2020-05-17T00:33:00.000Z,867579.737704918
BH,FATI,2020-05-04,2020-05-04T13:43:00.000Z,137416.39743589744
DF,CORO,2020-05-19,2020-05-19T12:49:00.000Z,80087.83333333333
PE1,SAME,2020-05-07,2020-05-07T04:56:00.000Z,62358.28888888889
BH,NBRA,2020-05-27,2020-05-27T11:30:00.000Z,118377.48913043478
RJ,TMAX,2020-04-12,2020-04-12T17:00:00.000Z,1062583.3039215687
PE1,PTV1,2020-05-08,2020-05-08T15:01:00.000Z,364333.63095238095
BH,N20H,2020-04-22,2020-04-23T00:38:00.000Z,1091678.5322580645
SP1,MALH,2020-06-11,2020-06-11T21:03:00.000Z,1394189.6666666667
DF,PTV1,2020-04-23,2020-04-23T15:02:00.000Z,256228.09638554216
SP1,JNAC,2020-06-01,2020-06-01T23:30:00.000Z,2822822.707692308
BH,MALH,2020-06-17,2020-06-17T21:10:00.000Z,761498.4230769231
SP1,DOMA,2020-05-17,2020-05-18T01:38:00.000Z,1273939.5663716814
DF,DOMA,2020-04-12,2020-04-12T03:00:00.000Z,62316.43373493976
RJ,VALE,2020-06-24,2020-06-24T19:35:00.000Z,1558450.4069767443
RJ,GLCO,2020-05-17,2020-05-17T10:28:00.000Z,414585.4137931034
PE1,PTV2,2020-06-04,2020-06-04T22:11:00.000Z,829760.7777777778
SP1,PT2S,2020-05-23,2020-05-23T22:05:00.000Z,2049108.2580645161
DF,HORA,2020-06-08,2020-06-08T07:00:00.000Z,21016.208333333332
PE1,HORA,2020-06-01,2020-06-01T07:00:00.000Z,41785.48333333333
PE1,TNOB,2020-06-30,2020-07-01T02:33:00.000Z,156008.35555555555
RJ,VALE,2020-05-05,2020-05-05T19:29:00.000Z,1317995.7727272727
BH,N19H,2020-06-08,2020-06-08T22:42:00.000Z,855792.8297872341
PE1,HORA,2020-04-30,2020-04-30T07:00:00.000Z,68797.18333333333
SP1,CORO,2020-05-04,2020-05-04T12:49:00.000Z,583183.2407407408
BH,PTV1,2020-04-14,2020-04-14T15:01:00.000Z,331651.89285714284
SP1,HORA,2020-05-13,2020-05-13T07:00:00.000Z,345081.0916666667
BH,FATI,2020-06-09,2020-06-09T13:01:00.000Z,107836.23529411765
PE1,DOMA,2020-04-12,2020-04-12T03:00:00.000Z,156030.63855421686
RJ,JNAS,2020-06-20,2020-06-20T23:30:00.000Z,1832609.9545454546
SP1,JHOJ,2020-04-14,2020-04-14T16:25:00.000Z,1470656.3085106383
DF,BPRA,2020-05-06,2020-05-06T09:00:00.000Z,87791.20805369127
SP1,JNAC,2020-05-19,2020-05-19T23:30:00.000Z,3005886.295774648
SP1,JNAC,2020-05-05,2020-05-05T23:30:00.000Z,2904125.115942029
RJ,N20H,2020-04-21,2020-04-22T00:31:00.000Z,2497594.049180328
DF,BIGB,2020-04-10,2020-04-11T01:32:00.000Z,331939.5227272727
RJ,N18H,2020-06-01,2020-06-01T21:31:00.000Z,1376279.388888889
RJ,VALE,2020-06-01,2020-06-01T19:40:00.000Z,1523719.4939759036
SP1,NBRA,2020-05-19,2020-05-19T11:30:00.000Z,695448.5443037974
SP1,JGLO,2020-05-07,2020-05-07T03:53:00.000Z,609081.4032258064
RJ,BIGB,2020-04-22,2020-04-23T01:41:00.000Z,2127320.7
PE1,ZORR,2020-05-16,2020-05-17T01:34:00.000Z,517574.875
SP1,TELA,2020-05-11,2020-05-12T01:41:00.000Z,1837000.4866666666
PE1,NBRA,2020-06-18,2020-06-18T11:30:00.000Z,146191.70103092783
SP1,N18H,2020-06-29,2020-06-29T21:30:00.000Z,1734214.0789473683
DF,N19S,2020-05-09,2020-05-09T22:39:00.000Z,279860.14
BH,NBRA,2020-05-04,2020-05-04T11:30:00.000Z,148204.21518987342
PE1,COR1,2020-05-20,2020-05-20T05:49:00.000Z,64920.366197183095
BH,MALH,2020-04-28,2020-04-28T21:04:00.000Z,659095.6153846154
PE1,PTV1,2020-05-05,2020-05-05T15:01:00.000Z,380003.54761904763
PE1,COR1,2020-05-05,2020-05-05T05:12:00.000Z,28323.277777777777
BH,VALE,2020-05-27,2020-05-27T19:45:00.000Z,641742.012195122
PE1,N19H,2020-05-08,2020-05-08T22:43:00.000Z,989454.6521739131
RJ,COR2,2020-05-30,2020-05-30T07:18:00.000Z,220386.09523809524
DF,DFAU,2020-04-12,2020-04-12T21:08:00.000Z,136582.34234234234
RJ,VALE,2020-04-28,2020-04-28T19:46:00.000Z,1764577.6962025317
PE1,COR2,2020-04-10,2020-04-10T07:06:00.000Z,44267.875
BH,PTV2,2020-05-13,2020-05-13T22:12:00.000Z,908079.6206896552
SP1,SAME,2020-06-15,2020-06-15T04:51:00.000Z,675529.695652174
SP1,N19H,2020-06-15,2020-06-15T22:42:00.000Z,2817160.723404255
PE1,JGLO,2020-06-16,2020-06-16T03:14:00.000Z,251377.68333333332
RJ,ALTA,2020-06-06,2020-06-07T01:58:00.000Z,746340.8849557522
DF,CORO,2020-04-09,2020-04-09T13:03:00.000Z,82641.99145299145
DF,PTV1,2020-06-02,2020-06-02T15:00:00.000Z,197760.7142857143
RJ,NBRA,2020-04-10,2020-04-10T11:30:00.000Z,623942.7272727273
DF,N18H,2020-05-27,2020-05-27T21:36:00.000Z,205705.51515151514
RJ,HORA,2020-06-09,2020-06-09T07:00:00.000Z,216530.90833333333
DF,DOMA,2020-04-19,2020-04-20T02:56:00.000Z,92167.16666666667
DF,PTV1,2020-04-20,2020-04-20T15:00:00.000Z,231236.8705882353
DF,FATI,2020-05-07,2020-05-07T13:43:00.000Z,110512.8051948052
DF,N18H,2020-05-07,2020-05-07T21:28:00.000Z,179297.76923076922
DF,DFAU,2020-06-21,2020-06-21T20:58:00.000Z,103206.90082644628
BH,REPO,2020-04-17,2020-04-18T02:32:00.000Z,508100.04347826086
SP1,COR1,2020-05-09,2020-05-09T05:43:00.000Z,419595.54615384614
SP1,PTV2,2020-06-04,2020-06-04T22:08:00.000Z,2100480.65625
SP1,JNAS,2020-05-16,2020-05-16T23:30:00.000Z,2597792.492063492
BH,NBRA,2020-06-19,2020-06-19T11:30:00.000Z,139289.55056179775
DF,COR1,2020-05-02,2020-05-02T05:24:00.000Z,27520.20512820513
RJ,CORO,2020-05-07,2020-05-07T12:50:00.000Z,516398.8113207547
RJ,VALE,2020-05-19,2020-05-19T19:36:00.000Z,1276924.0786516855
SP1,VALE,2020-04-14,2020-04-14T19:49:00.000Z,2325707.25
DF,PTV1,2020-06-12,2020-06-12T15:02:00.000Z,208208.7469879518
DF,N19H,2020-04-16,2020-04-16T22:42:00.000Z,369723.3617021277
SP1,NBRA,2020-04-22,2020-04-22T11:30:00.000Z,752389.1772151899
SP1,CORO,2020-04-22,2020-04-22T12:50:00.000Z,633291.3518518518
BH,HUCK,2020-06-06,2020-06-06T18:53:00.000Z,421175.54777070065
SP1,BIGB,2020-04-23,2020-04-24T01:38:00.000Z,2857774.620689655
SP1,VALE,2020-05-05,2020-05-05T19:31:00.000Z,1740093.2068965517
BH,MALH,2020-06-02,2020-06-02T21:04:00.000Z,727496.6071428572
RJ,JHOJ,2020-06-01,2020-06-01T16:25:00.000Z,999037.1333333333
DF,JHOJ,2020-06-04,2020-06-04T16:25:00.000Z,153786.1978021978
SP1,PTV1,2020-06-23,2020-06-23T15:00:00.000Z,903082.6547619047
RJ,DFAU,2020-05-24,2020-05-24T21:07:00.000Z,945070.4247787611
RJ,CIMA,2020-05-24,2020-05-24T03:57:00.000Z,481993.7
PE1,JGLO,2020-06-18,2020-06-18T03:40:00.000Z,65772.26153846153
PE1,DOMA,2020-06-07,2020-06-08T02:04:00.000Z,176342.8076923077
SP1,PTV1,2020-04-11,2020-04-11T14:59:00.000Z,1223323.0
PE1,COR1,2020-04-22,2020-04-22T05:36:00.000Z,62605.75
DF,HUCK,2020-05-09,2020-05-09T19:01:00.000Z,126028.75657894737
BH,DFAU,2020-06-28,2020-06-28T20:58:00.000Z,415809.86776859505
RJ,BIAL,2020-05-29,2020-05-29T03:52:00.000Z,545464.7272727273
DF,N20H,2020-06-12,2020-06-13T00:31:00.000Z,301247.3181818182
BH,SHOV,2020-06-21,2020-06-21T15:40:00.000Z,197754.27027027027
DF,NBRA,2020-05-19,2020-05-19T11:30:00.000Z,134947.0253164557
DF,JGLO,2020-05-19,2020-05-19T03:13:00.000Z,113734.83606557376
DF,JGLO,2020-06-30,2020-06-30T03:18:00.000Z,58411.360655737706
BH,PTV2,2020-06-04,2020-06-04T22:09:00.000Z,799914.3666666667
BH,COR1,2020-06-13,2020-06-13T06:09:00.000Z,61113.14736842105
BH,JHOJ,2020-06-17,2020-06-17T16:25:00.000Z,257281.24489795917
DF,PTV2,2020-04-24,2020-04-24T22:12:00.000Z,346269.12903225806
DF,N18S,2020-05-30,2020-05-30T21:29:00.000Z,162602.09523809524
BH,CORO,2020-05-13,2020-05-13T12:50:00.000Z,85393.60377358491
RJ,COR1,2020-06-19,2020-06-19T05:17:00.000Z,282569.42727272725
RJ,MALH,2020-06-29,2020-06-29T21:03:00.000Z,1622285.851851852
DF,HORA,2020-06-15,2020-06-15T07:00:00.000Z,27505.05
PE1,GLCO,2020-06-28,2020-06-28T10:24:00.000Z,127528.25925925926
PE1,PREG,2020-06-27,2020-06-27T04:14:00.000Z,39373.70526315789
BH,MALH,2020-05-19,2020-05-19T21:08:00.000Z,685595.3103448276
DF,BPRA,2020-05-25,2020-05-25T09:00:00.000Z,77080.38255033558
RJ,NBRA,2020-06-25,2020-06-25T11:30:00.000Z,618358.1910112359
RJ,MALH,2020-05-27,2020-05-27T21:05:00.000Z,1393420.1666666667
DF,TELA,2020-06-29,2020-06-30T01:36:00.000Z,224828.90291262136
PE1,HORA,2020-05-05,2020-05-05T07:00:00.000Z,58692.558333333334
SP1,JGLO,2020-06-10,2020-06-10T03:26:00.000Z,617556.5423728813
BH,JNAC,2020-04-22,2020-04-22T23:30:00.000Z,993347.9253731343
RJ,N18S,2020-05-30,2020-05-30T21:26:00.000Z,1282050.024390244
BH,PTV1,2020-06-24,2020-06-24T15:00:00.000Z,299362.2380952381
PE1,JHOJ,2020-04-20,2020-04-20T16:25:00.000Z,369341.3505154639
SP1,DFAU,2020-05-10,2020-05-10T21:05:00.000Z,1310179.5913043479
DF,SAME,2020-04-14,2020-04-14T04:17:00.000Z,29817.478260869564
PE1,FATI,2020-06-04,2020-06-04T12:59:00.000Z,200863.54471544715
DF,N18S,2020-06-06,2020-06-06T21:30:00.000Z,153743.38461538462
SP1,MALH,2020-04-15,2020-04-15T21:03:00.000Z,1828546.878787879
RJ,VALE,2020-05-15,2020-05-15T19:42:00.000Z,1511305.0833333333
DF,FANT,2020-06-14,2020-06-14T23:00:00.000Z,179885.02197802198
PE1,N20H,2020-06-26,2020-06-27T00:47:00.000Z,860243.0454545454
DF,NBRA,2020-06-08,2020-06-08T11:30:00.000Z,116960.3595505618
DF,DOMA,2020-06-07,2020-06-08T02:04:00.000Z,85279.26923076923
RJ,VALE,2020-05-18,2020-05-18T19:36:00.000Z,1498627.5280898877
DF,PTV2,2020-06-02,2020-06-02T22:05:00.000Z,385859.35135135136
RJ,MALH,2020-04-10,2020-04-10T21:00:00.000Z,1583791.65625
BH,CASA,2020-05-02,2020-05-02T09:50:00.000Z,78660.28387096775
DF,PTV2,2020-05-27,2020-05-27T22:10:00.000Z,360679.2
DF,BPRA,2020-05-01,2020-05-01T08:59:00.000Z,78673.88
RJ,PTV1,2020-05-05,2020-05-05T15:01:00.000Z,948175.1325301204
BH,JNAC,2020-06-09,2020-06-09T23:30:00.000Z,735507.2
DF,NBRA,2020-05-29,2020-05-29T11:30:00.000Z,86312.31460674158
BH,N19H,2020-06-16,2020-06-16T22:43:00.000Z,1050505.2826086956
DF,SAME,2020-05-12,2020-05-12T04:07:00.000Z,63851.86956521739
RJ,MALH,2020-05-13,2020-05-13T21:05:00.000Z,1471465.9642857143
SP1,DFAU,2020-04-19,2020-04-19T21:03:00.000Z,1402031.3771929825
BH,JHOJ,2020-05-28,2020-05-28T16:25:00.000Z,303929.0
DF,CIMA,2020-06-07,2020-06-07T03:48:00.000Z,33361.84444444445
RJ,NBRA,2020-04-29,2020-04-29T11:30:00.000Z,743651.7564102564
RJ,SAME,2020-05-19,2020-05-19T04:49:00.000Z,450189.2083333333
DF,MALH,2020-04-16,2020-04-16T21:12:00.000Z,232088.36666666667
BH,SHT1,2020-05-05,2020-05-06T01:38:00.000Z,515043.6274509804
BH,MISA,2020-05-31,2020-05-31T09:24:00.000Z,99064.1884057971
SP1,COR1,2020-05-05,2020-05-05T05:10:00.000Z,451379.5909090909
RJ,SERA,2020-05-23,2020-05-23T08:56:00.000Z,223733.09433962265
RJ,PTV1,2020-05-23,2020-05-23T15:01:00.000Z,895454.1764705882
DF,CIMA,2020-04-19,2020-04-19T04:26:00.000Z,42025.74647887324
PE1,COR1,2020-05-04,2020-05-04T05:36:00.000Z,38730.90476190476
PE1,N20H,2020-04-17,2020-04-18T00:40:00.000Z,996203.8550724637
SP1,MBOA,2020-04-25,2020-04-25T18:13:00.000Z,796524.2708333334
SP1,PTV1,2020-05-26,2020-05-26T15:01:00.000Z,1029045.7951807228
SP1,N20H,2020-06-29,2020-06-30T00:49:00.000Z,3162547.1914893617
PE1,SAME,2020-04-22,2020-04-22T04:51:00.000Z,74191.04444444444
DF,COR1,2020-04-15,2020-04-15T05:26:00.000Z,28137.5
BH,ALTA,2020-05-16,2020-05-17T02:06:00.000Z,336174.95652173914
RJ,JHOJ,2020-04-09,2020-04-09T16:25:00.000Z,1264864.2471910112
BH,VALE,2020-06-10,2020-06-10T19:38:00.000Z,696818.6746987952
SP1,PTV1,2020-06-03,2020-06-03T15:01:00.000Z,1002586.156626506
BH,HORA,2020-04-17,2020-04-17T07:00:00.000Z,52342.7
PE1,HORA,2020-05-25,2020-05-25T07:00:00.000Z,72798.86666666667
RJ,NBRA,2020-06-08,2020-06-08T11:30:00.000Z,579246.5393258428
RJ,N19H,2020-06-26,2020-06-26T22:39:00.000Z,1880501.34
BH,COR1,2020-05-08,2020-05-08T05:06:00.000Z,131764.3620689655
SP1,N18H,2020-06-08,2020-06-08T21:36:00.000Z,1573710.9411764706
SP1,N20H,2020-05-05,2020-05-06T00:40:00.000Z,3248402.1379310344
BH,JNAC,2020-05-06,2020-05-06T23:30:00.000Z,806222.3623188406
SP1,N19H,2020-05-08,2020-05-08T22:45:00.000Z,2636202.409090909
BH,N20S,2020-05-30,2020-05-31T00:40:00.000Z,796592.1568627451
RJ,NBRA,2020-04-22,2020-04-22T11:30:00.000Z,720849.9240506329
DF,JHOJ,2020-05-04,2020-05-04T16:25:00.000Z,204614.6494845361
BH,HORA,2020-06-18,2020-06-18T07:00:00.000Z,67877.725
SP1,SHT1,2020-05-26,2020-05-27T01:34:00.000Z,1517492.9491525423
RJ,HORA,2020-06-30,2020-06-30T07:00:00.000Z,204044.73333333334
RJ,FATI,2020-06-30,2020-06-30T12:59:00.000Z,486705.8429752066
RJ,BIAL,2020-06-01,2020-06-01T04:36:00.000Z,565040.15625
PE1,SHT1,2020-06-09,2020-06-10T01:39:00.000Z,357361.0625
DF,MEST,2020-05-07,2020-05-08T01:49:00.000Z,182508.18421052632
RJ,TECV,2020-05-10,2020-05-10T18:00:00.000Z,1000668.9193548387
BH,SAME,2020-05-29,2020-05-29T04:26:00.000Z,78771.70212765958
SP1,VALE,2020-05-12,2020-05-12T19:39:00.000Z,1724832.6976744186
RJ,MISA,2020-05-31,2020-05-31T09:24:00.000Z,409804.92307692306
SP1,JGLO,2020-05-21,2020-05-21T03:46:00.000Z,843003.4385964912
RJ,JGLO,2020-06-04,2020-06-04T03:33:00.000Z,655986.5254237289
SP1,TMAX,2020-04-26,2020-04-26T16:18:00.000Z,1081374.4
SP1,ANTE,2020-04-26,2020-04-26T10:26:00.000Z,512315.25925925927
BH,PTV2,2020-05-04,2020-05-04T22:08:00.000Z,856176.0
RJ,VALE,2020-05-29,2020-05-29T19:37:00.000Z,1417122.712643678
DF,JNAC,2020-05-19,2020-05-19T23:30:00.000Z,382280.3098591549
BH,TMAX,2020-05-24,2020-05-24T16:44:00.000Z,394775.9435483871
DF,GRUD,2020-05-10,2020-05-10T11:18:00.000Z,96383.89285714286
PE1,N19H,2020-05-20,2020-05-20T22:43:00.000Z,915070.5869565217
SP1,N19H,2020-06-10,2020-06-10T22:39:00.000Z,2617177.28
SP1,N20H,2020-06-12,2020-06-13T00:31:00.000Z,2678420.0
SP1,COR1,2020-06-11,2020-06-11T05:39:00.000Z,456311.25925925927
BH,PTV2,2020-06-24,2020-06-24T22:10:00.000Z,891514.5862068966
RJ,MALH,2020-04-17,2020-04-17T21:10:00.000Z,1748559.46875
SP1,MALH,2020-04-13,2020-04-13T21:03:00.000Z,1893185.5142857144
BH,SAME,2020-06-01,2020-06-01T05:09:00.000Z,106522.05263157895
BH,TEMS,2020-06-20,2020-06-20T16:58:00.000Z,360097.97142857144
BH,PTV2,2020-05-14,2020-05-14T22:12:00.000Z,831626.8
SP1,COR1,2020-05-28,2020-05-28T05:43:00.000Z,422243.2337662338
SP1,DOMA,2020-06-14,2020-06-15T02:02:00.000Z,1189663.6846846847
PE1,ESPE,2020-05-30,2020-05-30T14:59:00.000Z,167049.33333333334
PE1,PTV2,2020-06-23,2020-06-23T22:09:00.000Z,690497.1935483871
RJ,PT2S,2020-05-16,2020-05-16T22:03:00.000Z,1635146.5454545454
BH,SUCI,2020-04-18,2020-04-18T05:49:00.000Z,90119.43564356436
SP1,TNOB,2020-06-02,2020-06-03T02:25:00.000Z,1150858.5
PE1,JGLO,2020-05-25,2020-05-25T03:40:00.000Z,174510.67272727273
RJ,PTV2,2020-05-13,2020-05-13T22:08:00.000Z,1708146.696969697
RJ,NBRA,2020-05-13,2020-05-13T11:30:00.000Z,640947.35
SP1,JNAC,2020-04-09,2020-04-09T23:30:00.000Z,2687816.05
SP1,JHOJ,2020-04-09,2020-04-09T16:25:00.000Z,1418097.4494382022
DF,CINE,2020-04-29,2020-04-30T01:47:00.000Z,216236.5
BH,JGLO,2020-05-08,2020-05-08T03:15:00.000Z,216353.39682539683
SP1,N20H,2020-04-21,2020-04-22T00:31:00.000Z,3228625.1639344264
DF,PTV1,2020-06-24,2020-06-24T15:00:00.000Z,184066.7882352941
DF,REPO,2020-04-10,2020-04-11T02:16:00.000Z,222624.42222222223
SP1,NBRA,2020-04-24,2020-04-24T11:30:00.000Z,852695.6625
PE1,N18H,2020-05-27,2020-05-27T21:39:00.000Z,566762.8857142857
RJ,DOMA,2020-05-10,2020-05-11T01:47:00.000Z,867820.3944954128
PE1,COR2,2020-05-29,2020-05-29T07:18:00.000Z,68256.81052631579
PE1,PTV1,2020-06-10,2020-06-10T15:01:00.000Z,263542.2619047619
RJ,PTV1,2020-04-25,2020-04-25T15:00:00.000Z,1088092.9642857143
PE1,BIGB,2020-04-17,2020-04-18T01:50:00.000Z,866771.7619047619
PE1,PTV2,2020-05-21,2020-05-21T22:09:00.000Z,777770.96875
BH,JNAC,2020-06-11,2020-06-11T23:30:00.000Z,715469.4516129033
PE1,COR1,2020-06-20,2020-06-20T06:28:00.000Z,47575.083333333336
