signal,program_code,exhibition_date,program_start_time,average_audience
RJ,BPRA,2020-04-10,2020-04-10T09:00:00.000Z,486870.95302013424
PE1,BIAL,2020-06-23,2020-06-23T04:12:00.000Z,52597.08571428571
DF,SAME,2020-05-07,2020-05-07T04:56:00.000Z,40876.64444444444
RJ,SAME,2020-05-21,2020-05-21T05:17:00.000Z,371326.0882352941
BH,SERA,2020-04-18,2020-04-18T08:56:00.000Z,38449.64150943396
RJ,JGLO,2020-04-30,2020-04-30T03:55:00.000Z,549662.4918032787
BH,SERA,2020-05-09,2020-05-09T08:57:00.000Z,68850.09615384616
DF,COR1,2020-05-03,2020-05-03T04:57:00.000Z,25683.113821138213
DF,JNAC,2020-05-12,2020-05-12T23:30:00.000Z,388391.48484848486
DF,N18H,2020-04-17,2020-04-17T21:40:00.000Z,203149.14705882352
DF,CASA,2020-04-18,2020-04-18T09:50:00.000Z,68671.9448051948
DF,VALE,2020-06-12,2020-06-12T19:48:00.000Z,205562.52702702704
DF,CASA,2020-06-27,2020-06-27T09:50:00.000Z,45695.40776699029
SP1,NBRA,2020-05-06,2020-05-06T11:30:00.000Z,646822.3333333334
DF,CINE,2020-05-27,2020-05-28T01:39:00.000Z,218023.73
RJ,BPRA,2020-06-16,2020-06-16T09:00:00.000Z,613548.7449664429
PE1,MALH,2020-05-06,2020-05-06T21:02:00.000Z,653243.9666666667
PE1,JGLO,2020-05-26,2020-05-26T03:20:00.000Z,237881.73684210525
DF,MALH,2020-06-24,2020-06-24T21:01:00.000Z,222040.76923076922
RJ,N19S,2020-05-09,2020-05-09T22:38:00.000Z,1872740.8235294118
RJ,PTV2,2020-05-20,2020-05-20T22:13:00.000Z,1864878.5161290322
RJ,SAME,2020-04-23,2020-04-23T04:18:00.000Z,503391.73913043475
PE1,NBRA,2020-06-11,2020-06-11T11:30:00.000Z,160233.6923076923
PE1,REPO,2020-04-24,2020-04-24T03:08:00.000Z,176971.59523809524
RJ,PT2S,2020-06-27,2020-06-27T22:10:00.000Z,1770681.1666666667
DF,N18H,2020-05-11,2020-05-11T21:29:00.000Z,178869.02702702704
DF,N18H,2020-06-23,2020-06-23T21:30:00.000Z,222538.8205128205
BH,GRUD,2020-06-28,2020-06-28T11:30:00.000Z,285954.05263157893
BH,PTV1,2020-04-25,2020-04-25T15:00:00.000Z,332941.38823529414
BH,N19S,2020-04-25,2020-04-25T22:43:00.000Z,899677.9565217391
BH,COR1,2020-05-21,2020-05-21T05:51:00.000Z,81806.20289855072
PE1,VALE,2020-06-25,2020-06-25T19:36:00.000Z,636524.3488372093
DF,TARA,2020-04-29,2020-04-29T17:59:00.000Z,147961.15533980582
BH,VALE,2020-06-24,2020-06-24T19:39:00.000Z,708494.523255814
DF,VALE,2020-04-14,2020-04-14T19:49:00.000Z,313024.9066666667
BH,FATI,2020-06-03,2020-06-03T12:59:00.000Z,109749.84426229508
PE1,SHO5,2020-04-09,2020-04-10T02:21:00.000Z,220360.9534883721
PE1,CORO,2020-05-18,2020-05-18T12:49:00.000Z,128507.6
PE1,SERA,2020-05-16,2020-05-16T08:55:00.000Z,70458.29629629629
BH,SUCI,2020-04-11,2020-04-11T03:32:00.000Z,208694.9090909091
RJ,PTV2,2020-06-03,2020-06-03T22:08:00.000Z,1806452.322580645
SP1,DFAU,2020-05-03,2020-05-03T21:05:00.000Z,1293573.3157894737
BH,SAME,2020-06-04,2020-06-04T05:18:00.000Z,98415.85714285714
RJ,DOMA,2020-04-12,2020-04-12T03:00:00.000Z,695242.3493975904
SP1,JNAC,2020-04-17,2020-04-17T23:30:00.000Z,2710189.342857143
PE1,JHOJ,2020-04-28,2020-04-28T16:25:00.000Z,328323.14285714284
DF,N19H,2020-05-20,2020-05-20T22:47:00.000Z,410169.1904761905
RJ,FATI,2020-05-08,2020-05-08T13:44:00.000Z,525533.2987012987
SP1,PTV1,2020-04-13,2020-04-13T15:00:00.000Z,1315326.2261904762
DF,TARA,2020-04-14,2020-04-14T17:59:00.000Z,163373.82727272727
SP1,PTV2,2020-05-18,2020-05-18T22:10:00.000Z,2328167.121212121
RJ,N20S,2020-05-16,2020-05-17T00:33:00.000Z,2062714.5081967213
PE1,PTV1,2020-06-04,2020-06-04T15:02:00.000Z,339821.9759036145
BH,SAME,2020-05-13,2020-05-13T04:32:00.000Z,83416.4375
PE1,SSUP,2020-05-15,2020-05-16T02:22:00.000Z,295456.652173913
DF,MALH,2020-05-25,2020-05-25T21:06:00.000Z,205858.07407407407
DF,COR1,2020-05-21,2020-05-21T05:51:00.000Z,35100.710144927536
RJ,N18H,2020-04-30,2020-04-30T21:33:00.000Z,1572578.75
SP1,PEGD,2020-06-23,2020-06-24T02:11:00.000Z,1090678.4716981133
BH,JHOJ,2020-06-16,2020-06-16T16:25:00.000Z,277013.329787234
BH,SUCI,2020-05-09,2020-05-09T03:54:00.000Z,125998.65454545454
SP1,ALTA,2020-04-18,2020-04-19T02:05:00.000Z,1276476.1809523809
SP1,JNAC,2020-05-07,2020-05-07T23:30:00.000Z,3086042.0675675673
DF,COR1,2020-06-19,2020-06-19T05:17:00.000Z,24607.663636363635
DF,N18H,2020-06-24,2020-06-24T21:27:00.000Z,196826.75
DF,PEGD,2020-06-23,2020-06-24T02:11:00.000Z,105413.43396226416
DF,COR1,2020-06-18,2020-06-18T05:56:00.000Z,32700.84375
DF,NBRA,2020-06-04,2020-06-04T11:30:00.000Z,71263.82954545454
BH,COR1,2020-06-11,2020-06-11T05:41:00.000Z,66515.26582278482
SP1,JHOJ,2020-06-23,2020-06-23T16:25:00.000Z,988640.5268817204
PE1,BIAL,2020-06-11,2020-06-11T04:28:00.000Z,26376.157894736843
BH,COR2,2020-05-29,2020-05-29T07:18:00.000Z,47237.43157894737
PE1,MISA,2020-05-03,2020-05-03T09:05:00.000Z,91085.30882352941
BH,VALE,2020-05-22,2020-05-22T19:42:00.000Z,576880.2298850574
BH,JGLO,2020-04-21,2020-04-21T03:14:00.000Z,435921.77966101695
SP1,MEPR,2020-05-02,2020-05-02T17:33:00.000Z,1132943.1363636365
DF,PTV1,2020-05-05,2020-05-05T15:01:00.000Z,234425.60240963855
BH,FGGE,2020-04-26,2020-04-26T18:30:00.000Z,404441.297029703
DF,DOMA,2020-05-17,2020-05-18T01:38:00.000Z,144194.71929824562
BH,TARA,2020-06-30,2020-06-30T17:57:00.000Z,301358.6346153846
BH,CINE,2020-06-03,2020-06-04T01:42:00.000Z,453992.56603773584
RJ,HORA,2020-05-28,2020-05-28T07:00:00.000Z,197870.525
PE1,PEGD,2020-06-23,2020-06-24T02:11:00.000Z,179662.0
SP1,PTV2,2020-06-01,2020-06-01T22:07:00.000Z,2133379.75
BH,N18H,2020-06-24,2020-06-24T21:32:00.000Z,720258.2972972973
PE1,VALE,2020-04-28,2020-04-28T19:45:00.000Z,727408.1923076923
RJ,JHOJ,2020-05-08,2020-05-08T16:25:00.000Z,883074.1473684211
PE1,GRUD,2020-06-07,2020-06-07T11:31:00.000Z,183817.0701754386
DF,JNAC,2020-05-22,2020-05-22T23:30:00.000Z,399439.72
RJ,VALE,2020-06-12,2020-06-12T19:48:00.000Z,1344269.605263158
PE1,HORA,2020-06-16,2020-06-16T07:00:00.000Z,38107.55
PE1,SSUP,2020-06-26,2020-06-27T02:19:00.000Z,225557.6875
PE1,SAME,2020-06-01,2020-06-01T05:09:00.000Z,38200.94736842105
PE1,SSUP,2020-05-22,2020-05-23T02:37:00.000Z,215577.57777777777
RJ,JGLO,2020-04-20,2020-04-20T04:06:00.000Z,669732.8571428572
SP1,CORO,2020-04-23,2020-04-23T12:47:00.000Z,611352.0862068966
BH,BIGB,2020-04-16,2020-04-17T01:44:00.000Z,1013242.4461538461
DF,HORA,2020-05-12,2020-05-12T07:00:00.000Z,23793.680672268907
BH,COR1,2020-04-19,2020-04-19T05:38:00.000Z,46921.20731707317
BH,FATI,2020-05-28,2020-05-28T13:01:00.000Z,111402.6050420168
RJ,PTV2,2020-05-14,2020-05-14T22:09:00.000Z,1840686.8181818181
DF,PTV2,2020-05-28,2020-05-28T22:09:00.000Z,356406.71428571426
DF,JHOJ,2020-06-19,2020-06-19T16:25:00.000Z,177388.03157894738
DF,ZORR,2020-05-30,2020-05-31T01:31:00.000Z,144121.4827586207
RJ,MEPR,2020-04-18,2020-04-18T17:33:00.000Z,1111964.7441860465
DF,JNAC,2020-05-14,2020-05-14T23:30:00.000Z,369283.36842105264
BH,TMAX,2020-06-14,2020-06-14T17:01:00.000Z,419992.3534482759
PE1,SAME,2020-04-23,2020-04-23T04:18:00.000Z,152806.91304347827
RJ,COR1,2020-06-30,2020-06-30T05:43:00.000Z,273987.97402597405
BH,TARA,2020-04-29,2020-04-29T17:58:00.000Z,393276.97196261684
RJ,COR2,2020-04-25,2020-04-25T08:08:00.000Z,264722.29333333333
BH,JGLO,2020-06-12,2020-06-12T03:48:00.000Z,105180.45
PE1,ALTA,2020-05-16,2020-05-17T02:06:00.000Z,222586.28260869565
RJ,SAME,2020-06-04,2020-06-04T05:17:00.000Z,401546.34285714285
DF,PTV1,2020-06-23,2020-06-23T15:00:00.000Z,206912.85882352942
DF,BPRA,2020-05-18,2020-05-18T09:00:00.000Z,89820.3288590604
SP1,PTV1,2020-05-09,2020-05-09T14:57:00.000Z,1025869.5977011494
SP1,BIGB,2020-04-15,2020-04-16T01:43:00.000Z,2785346.4285714286
DF,CIMA,2020-05-03,2020-05-03T03:15:00.000Z,47148.30693069307
DF,CORO,2020-04-13,2020-04-13T13:01:00.000Z,93606.57983193277
BH,SAME,2020-05-11,2020-05-11T05:11:00.000Z,125424.84210526316
BH,DFAU,2020-04-19,2020-04-19T21:03:00.000Z,379873.2105263158
RJ,BPRA,2020-05-19,2020-05-19T09:00:00.000Z,593734.322147651
RJ,SHT1,2020-05-05,2020-05-06T01:38:00.000Z,1326520.137254902
DF,PTV1,2020-06-19,2020-06-19T15:01:00.000Z,227325.83333333334
SP1,SAME,2020-04-22,2020-04-22T04:51:00.000Z,602793.6818181818
DF,N18H,2020-05-04,2020-05-04T21:28:00.000Z,204664.6052631579
SP1,VALE,2020-05-27,2020-05-27T19:39:00.000Z,1648714.6463414633
DF,DFAU,2020-04-19,2020-04-19T21:03:00.000Z,126765.81578947368
RJ,MALH,2020-05-11,2020-05-11T21:01:00.000Z,1427725.1785714286
BH,COR2,2020-04-24,2020-04-24T07:29:00.000Z,90609.23170731707
DF,HORA,2020-06-05,2020-06-05T07:00:00.000Z,24155.933333333334
PE1,HORA,2020-05-04,2020-05-04T07:00:00.000Z,69148.45833333333
RJ,PTV1,2020-05-22,2020-05-22T15:01:00.000Z,1010097.7469879518
DF,JNAC,2020-04-21,2020-04-21T23:30:00.000Z,340909.6
BH,JGLO,2020-04-22,2020-04-22T03:53:00.000Z,127492.3275862069
PE1,NBRA,2020-06-08,2020-06-08T11:30:00.000Z,181844.8202247191
SP1,COR1,2020-04-12,2020-04-12T05:44:00.000Z,488311.7631578947
BH,VALE,2020-05-04,2020-05-04T19:43:00.000Z,670622.75
RJ,TARA,2020-04-09,2020-04-09T17:54:00.000Z,1024911.3076923077
SP1,COR1,2020-05-24,2020-05-24T05:16:00.000Z,400998.04807692306
SP1,GRUD,2020-05-31,2020-05-31T11:36:00.000Z,892894.1272727273
BH,REPO,2020-05-15,2020-05-16T01:37:00.000Z,567107.0222222222
BH,FATI,2020-06-24,2020-06-24T13:00:00.000Z,92176.64166666666
SP1,CORO,2020-04-10,2020-04-10T12:59:00.000Z,693820.9504132231
BH,TARA,2020-04-10,2020-04-10T17:59:00.000Z,546115.7586206896
PE1,FATI,2020-04-29,2020-04-29T13:45:00.000Z,193464.7564102564
BH,SHT1,2020-05-12,2020-05-13T01:37:00.000Z,438435.95238095237
BH,N18S,2020-05-30,2020-05-30T21:28:00.000Z,591217.825
RJ,BIAL,2020-06-29,2020-06-29T04:20:00.000Z,434208.0833333333
SP1,JGLO,2020-05-14,2020-05-14T03:48:00.000Z,832520.9074074074
PE1,HORA,2020-05-15,2020-05-15T07:00:00.000Z,59667.35
PE1,N19S,2020-05-30,2020-05-30T22:41:00.000Z,879313.4583333334
PE1,MALH,2020-04-16,2020-04-16T21:12:00.000Z,756918.1333333333
SP1,CORO,2020-05-13,2020-05-13T12:50:00.000Z,465410.6037735849
DF,SAME,2020-04-17,2020-04-17T04:21:00.000Z,31783.764705882353
RJ,HORA,2020-05-13,2020-05-13T07:00:00.000Z,239139.9
SP1,FGGE,2020-04-19,2020-04-19T18:45:00.000Z,1336564.7753623188
BH,BPRA,2020-06-09,2020-06-09T09:00:00.000Z,120283.42281879195
SP1,CORO,2020-04-09,2020-04-09T13:03:00.000Z,782482.5726495726
DF,N18H,2020-06-03,2020-06-03T21:26:00.000Z,197933.7894736842
DF,NBRA,2020-06-12,2020-06-12T11:30:00.000Z,78236.68131868132
DF,PTV2,2020-06-09,2020-06-09T22:11:00.000Z,337056.96774193546
RJ,ESPO,2020-06-28,2020-06-28T13:00:00.000Z,678871.2893081761
BH,JNAC,2020-04-23,2020-04-23T23:30:00.000Z,819557.1076923077
RJ,CORO,2020-05-20,2020-05-20T12:48:00.000Z,422639.2727272727
BH,JNAC,2020-04-28,2020-04-28T23:30:00.000Z,984431.0142857142
BH,JGLO,2020-04-27,2020-04-27T04:51:00.000Z,136340.43859649124
PE1,COR1,2020-05-09,2020-05-09T07:11:00.000Z,49356.675
SP1,TELA,2020-05-25,2020-05-26T01:37:00.000Z,1887723.4672131147
PE1,BIAL,2020-06-19,2020-06-19T03:51:00.000Z,111344.35135135135
PE1,COR1,2020-06-15,2020-06-15T05:39:00.000Z,78336.20987654322
SP1,JHOJ,2020-06-29,2020-06-29T16:25:00.000Z,1162237.7857142857
DF,JNAC,2020-04-28,2020-04-28T23:30:00.000Z,411013.7571428571
DF,JHOJ,2020-05-18,2020-05-18T16:25:00.000Z,194633.45054945056
PE1,N20H,2020-04-10,2020-04-11T00:29:00.000Z,779026.7096774194
DF,TARA,2020-05-14,2020-05-14T17:58:00.000Z,129206.52173913043
BH,FATI,2020-04-28,2020-04-28T13:45:00.000Z,189318.7162162162
DF,ESPO,2020-05-24,2020-05-24T13:00:00.000Z,93506.96688741722
SP1,COR2,2020-06-19,2020-06-19T07:08:00.000Z,337201.8679245283
BH,PTV1,2020-06-03,2020-06-03T15:01:00.000Z,247114.7469879518
DF,BIGB,2020-04-21,2020-04-22T01:33:00.000Z,332754.2037037037
BH,TARA,2020-04-15,2020-04-15T17:55:00.000Z,349310.92452830187
RJ,MALH,2020-04-15,2020-04-15T21:05:00.000Z,1687113.96875
PE1,COR1,2020-05-11,2020-05-11T05:49:00.000Z,68194.1690140845
SP1,VALE,2020-06-15,2020-06-15T19:41:00.000Z,1713311.827160494
DF,MALH,2020-06-02,2020-06-02T21:00:00.000Z,193435.03703703705
RJ,SHOV,2020-04-26,2020-04-26T15:15:00.000Z,807480.619047619
DF,CINE,2020-05-06,2020-05-07T01:45:00.000Z,188019.5641025641
SP1,SAME,2020-04-23,2020-04-23T04:18:00.000Z,744565.0666666667
BH,HORA,2020-05-12,2020-05-12T07:00:00.000Z,69152.26890756302
PE1,TNOB,2020-05-19,2020-05-20T02:27:00.000Z,280017.3333333333
BH,PTV1,2020-06-27,2020-06-27T15:00:00.000Z,323354.875
PE1,N19H,2020-06-25,2020-06-25T22:41:00.000Z,793718.4583333334
BH,VALE,2020-05-25,2020-05-25T19:58:00.000Z,723279.7428571428
SP1,CORO,2020-04-17,2020-04-17T13:02:00.000Z,723757.2605042016
RJ,N19S,2020-05-30,2020-05-30T22:41:00.000Z,1767746.375
DF,REPO,2020-04-24,2020-04-24T03:08:00.000Z,67431.78571428571
RJ,COR1,2020-06-05,2020-06-05T05:49:00.000Z,335385.63333333336
SP1,TARA,2020-04-28,2020-04-28T18:04:00.000Z,1376944.4356435644
PE1,JNAC,2020-05-11,2020-05-11T23:30:00.000Z,806905.0746268657
SP1,SSUP,2020-05-22,2020-05-23T02:37:00.000Z,1297746.4666666666
RJ,VALE,2020-04-10,2020-04-10T19:56:00.000Z,1840359.484375
RJ,N20H,2020-05-26,2020-05-27T00:34:00.000Z,2261496.8833333333
SP1,ALTA,2020-05-16,2020-05-17T02:06:00.000Z,1042712.7826086957
RJ,ZORR,2020-05-02,2020-05-03T01:43:00.000Z,1265392.9310344828
BH,ROLE,2020-05-09,2020-05-09T17:31:00.000Z,280579.05555555556
RJ,PTV1,2020-06-16,2020-06-16T15:01:00.000Z,1015901.2289156626
DF,DFAU,2020-05-17,2020-05-17T21:07:00.000Z,131316.14159292035
RJ,TARA,2020-04-27,2020-04-27T18:05:00.000Z,1109298.816091954
RJ,SERA,2020-05-09,2020-05-09T08:56:00.000Z,308263.9811320755
DF,FATI,2020-06-18,2020-06-18T13:07:00.000Z,69482.12389380531
RJ,PTV1,2020-05-20,2020-05-20T15:01:00.000Z,1021047.6144578314
DF,PTV2,2020-06-05,2020-06-05T22:12:00.000Z,309121.1666666667
SP1,PTV2,2020-05-19,2020-05-19T22:10:00.000Z,2137055.121212121
BH,JHOJ,2020-06-11,2020-06-11T16:25:00.000Z,305676.6373626374
PE1,N18S,2020-04-25,2020-04-25T21:36:00.000Z,666160.7073170731
PE1,COR2,2020-04-24,2020-04-24T07:29:00.000Z,67312.80487804877
PE1,N18H,2020-04-24,2020-04-24T21:38:00.000Z,734254.8823529412
PE1,EMPR,2020-05-03,2020-05-03T10:41:00.000Z,134557.63888888888
PE1,PTV1,2020-06-29,2020-06-29T15:00:00.000Z,332682.24705882353
DF,CORO,2020-04-21,2020-04-21T12:52:00.000Z,85985.69811320755
BH,N20H,2020-04-21,2020-04-22T00:31:00.000Z,1011051.2459016393
SP1,SERA,2020-04-11,2020-04-11T08:57:00.000Z,317413.0188679245
PE1,PTV1,2020-04-22,2020-04-22T15:00:00.000Z,377534.76470588235
DF,COR1,2020-05-19,2020-05-19T05:37:00.000Z,34829.12048192771
BH,MALH,2020-06-08,2020-06-08T21:10:00.000Z,690511.3846153846
BH,PTV2,2020-06-10,2020-06-10T22:12:00.000Z,861879.1538461539
DF,N19H,2020-06-10,2020-06-10T22:41:00.000Z,335318.2291666667
PE1,PTV1,2020-04-16,2020-04-16T15:00:00.000Z,377878.0588235294
RJ,FANT,2020-05-03,2020-05-03T23:00:00.000Z,1322369.6904761905
BH,JNAS,2020-06-06,2020-06-06T23:30:00.000Z,629226.9275362319
RJ,COR1,2020-06-11,2020-06-11T05:41:00.000Z,401585.7974683544
RJ,JGLO,2020-06-11,2020-06-11T03:35:00.000Z,637178.5849056604
BH,BIAL,2020-06-09,2020-06-09T04:17:00.000Z,92370.075
RJ,NBRA,2020-06-26,2020-06-26T11:30:00.000Z,704579.2444444444
DF,TARA,2020-06-12,2020-06-12T18:00:00.000Z,107415.79629629629
DF,N19H,2020-06-12,2020-06-12T22:42:00.000Z,322712.829787234
RJ,JNAC,2020-06-15,2020-06-15T23:30:00.000Z,2242378.8636363638
DF,NBRA,2020-06-19,2020-06-19T11:30:00.000Z,90419.11235955056
BH,EMPR,2020-05-31,2020-05-31T10:57:00.000Z,136391.63157894736
DF,MALH,2020-05-15,2020-05-15T21:05:00.000Z,177287.0
SP1,JNAC,2020-06-25,2020-06-25T23:30:00.000Z,2864152.875
BH,JNAC,2020-04-29,2020-04-29T23:30:00.000Z,866719.4657534247
SP1,JNAC,2020-05-01,2020-05-01T23:30:00.000Z,2621830.9677419355
PE1,NBRA,2020-05-21,2020-05-21T11:30:00.000Z,190285.0125
BH,CINE,2020-06-10,2020-06-11T01:37:00.000Z,446305.97247706424
PE1,COR1,2020-05-17,2020-05-17T05:36:00.000Z,52000.23809523809
PE1,N18H,2020-06-29,2020-06-29T21:30:00.000Z,679078.5128205129
SP1,CORO,2020-05-21,2020-05-21T12:50:00.000Z,606151.5660377359
DF,PTV1,2020-05-09,2020-05-09T14:58:00.000Z,191629.5632183908
DF,BPRA,2020-05-14,2020-05-14T08:59:00.000Z,111000.18666666666
SP1,REPO,2020-06-26,2020-06-27T01:31:00.000Z,2098467.0
SP1,ESPO,2020-06-07,2020-06-07T13:00:00.000Z,652467.88
RJ,PTV2,2020-04-15,2020-04-15T22:08:00.000Z,1888637.1515151516
PE1,HORA,2020-06-03,2020-06-03T07:00:00.000Z,61712.10833333333
SP1,TARA,2020-05-28,2020-05-28T18:06:00.000Z,1080942.7272727273
BH,ROLE,2020-04-11,2020-04-11T17:33:00.000Z,435325.9736842105
PE1,N18H,2020-05-28,2020-05-28T21:32:00.000Z,619345.6666666666
RJ,TARA,2020-06-03,2020-06-03T17:55:00.000Z,784942.0388349515
DF,JNAS,2020-06-20,2020-06-20T23:30:00.000Z,252381.37878787878
SP1,CORO,2020-05-22,2020-05-22T12:49:00.000Z,542088.0862068966
BH,COR1,2020-04-16,2020-04-16T05:26:00.000Z,95050.1914893617
RJ,BPRA,2020-05-27,2020-05-27T08:59:00.000Z,509831.9266666667
DF,COR1,2020-04-18,2020-04-18T07:35:00.000Z,30092.579439252335
SP1,ESPO,2020-04-19,2020-04-19T13:00:00.000Z,729916.7046979866
BH,N18H,2020-05-28,2020-05-28T21:34:00.000Z,737147.6153846154
BH,SAME,2020-06-09,2020-06-09T04:57:00.000Z,61215.434782608696
BH,N18H,2020-06-15,2020-06-15T21:34:00.000Z,812806.7948717949
PE1,FANT,2020-04-12,2020-04-12T23:00:00.000Z,529785.2195121951
DF,JHOJ,2020-06-12,2020-06-12T16:25:00.000Z,154376.01063829788
RJ,VALE,2020-06-16,2020-06-16T19:37:00.000Z,1587938.6781609196
SP1,PTV1,2020-06-12,2020-06-12T15:02:00.000Z,910752.1829268293
PE1,SAME,2020-05-29,2020-05-29T04:26:00.000Z,42442.617021276594
PE1,MALH,2020-05-04,2020-05-04T21:01:00.000Z,794706.2413793104
BH,BIAL,2020-05-29,2020-05-29T03:52:00.000Z,110579.20588235294
SP1,VALE,2020-04-27,2020-04-27T19:32:00.000Z,2245147.9101123596
PE1,CORO,2020-04-09,2020-04-09T13:03:00.000Z,145561.92307692306
BH,N18H,2020-05-05,2020-05-05T21:31:00.000Z,638228.4324324324
RJ,NBRA,2020-06-04,2020-06-04T11:30:00.000Z,632076.5795454546
DF,TNOB,2020-04-14,2020-04-15T02:32:00.000Z,275098.5
DF,ACDA,2020-06-27,2020-06-28T01:31:00.000Z,189420.16
DF,VALE,2020-04-10,2020-04-10T19:55:00.000Z,290731.37704918033
SP1,HORA,2020-06-26,2020-06-26T07:00:00.000Z,314162.75833333336
PE1,BPRA,2020-05-20,2020-05-20T09:00:00.000Z,245606.3355704698
BH,PTV1,2020-04-23,2020-04-23T15:02:00.000Z,358062.6265060241
PE1,N18H,2020-06-17,2020-06-17T21:34:00.000Z,649083.25
PE1,TARA,2020-06-17,2020-06-17T18:03:00.000Z,391852.0291262136
DF,HORA,2020-06-29,2020-06-29T07:00:00.000Z,44185.816666666666
BH,JHOJ,2020-06-01,2020-06-01T16:25:00.000Z,270138.7111111111
BH,N19H,2020-06-01,2020-06-01T22:42:00.000Z,965844.7659574468
SP1,BIAL,2020-05-18,2020-05-18T04:18:00.000Z,820941.303030303
SP1,N19H,2020-05-14,2020-05-14T22:42:00.000Z,2856476.212765957
PE1,COR1,2020-05-30,2020-05-30T05:30:00.000Z,45797.17592592593
RJ,N20H,2020-04-20,2020-04-21T00:35:00.000Z,2458769.783333333
RJ,JHOJ,2020-04-21,2020-04-21T16:25:00.000Z,1193587.0860215053
BH,REPO,2020-05-01,2020-05-02T01:36:00.000Z,466844.1590909091
BH,TARA,2020-04-16,2020-04-16T17:55:00.000Z,505694.41584158415
PE1,N19H,2020-05-14,2020-05-14T22:40:00.000Z,963796.7551020408
RJ,NBRA,2020-06-18,2020-06-18T11:30:00.000Z,563844.7731958763
DF,BPRA,2020-05-07,2020-05-07T09:00:00.000Z,78902.0201342282
PE1,JNAS,2020-05-23,2020-05-23T23:30:00.000Z,710830.974025974
SP1,JGLO,2020-06-02,2020-06-02T03:10:00.000Z,1270118.7666666666
SP1,FGGE,2020-05-24,2020-05-24T18:50:00.000Z,1073560.708029197
PE1,N19H,2020-05-07,2020-05-07T22:41:00.000Z,1000116.2708333334
RJ,JGLO,2020-04-16,2020-04-16T03:35:00.000Z,840225.28125
SP1,HUCK,2020-06-13,2020-06-13T18:48:00.000Z,1064387.7324840764
SP1,MALH,2020-04-20,2020-04-20T21:04:00.000Z,1754175.0909090908
RJ,MALH,2020-05-08,2020-05-08T21:03:00.000Z,1354436.6333333333
BH,MALH,2020-06-01,2020-06-01T21:06:00.000Z,646129.4444444445
PE1,CORO,2020-04-10,2020-04-10T12:59:00.000Z,175529.28099173555
BH,JNAS,2020-05-30,2020-05-30T23:30:00.000Z,686028.9428571429
PE1,PTV1,2020-05-11,2020-05-11T15:01:00.000Z,377776.5
PE1,VALE,2020-06-01,2020-06-01T19:44:00.000Z,608419.487804878
DF,N18H,2020-06-02,2020-06-02T21:27:00.000Z,211556.0
BH,VALE,2020-04-16,2020-04-16T19:36:00.000Z,1020784.4285714285
RJ,FANT,2020-04-26,2020-04-26T23:00:00.000Z,1353435.148148148
RJ,COR1,2020-05-21,2020-05-21T05:51:00.000Z,303560.2463768116
SP1,TARA,2020-06-02,2020-06-02T17:55:00.000Z,1251739.1274509805
SP1,HORA,2020-06-04,2020-06-04T07:00:00.000Z,328861.25833333336
PE1,VALE,2020-04-16,2020-04-16T19:35:00.000Z,913099.5833333334
RJ,MISA,2020-05-03,2020-05-03T09:05:00.000Z,344468.98529411765
SP1,COR1,2020-05-13,2020-05-13T05:19:00.000Z,395910.9702970297
SP1,PTV2,2020-05-15,2020-05-15T22:08:00.000Z,2070832.5161290322
DF,HUCK,2020-04-18,2020-04-18T19:10:00.000Z,136656.70322580644
RJ,JHOJ,2020-06-11,2020-06-11T16:25:00.000Z,961442.065934066
DF,GLCO,2020-06-07,2020-06-07T10:26:00.000Z,62847.40740740741
SP1,N18S,2020-05-30,2020-05-30T21:28:00.000Z,1354223.0952380951
DF,JHOJ,2020-04-30,2020-04-30T16:25:00.000Z,223887.75824175825
BH,FATI,2020-05-18,2020-05-18T13:44:00.000Z,91448.18181818182
BH,PTV2,2020-04-13,2020-04-13T22:09:00.000Z,866572.7878787878
DF,BIGB,2020-04-15,2020-04-16T01:43:00.000Z,302068.8857142857
BH,TNOB,2020-05-05,2020-05-06T02:29:00.000Z,307818.2826086957
DF,SHOV,2020-05-31,2020-05-31T15:30:00.000Z,115623.65217391304
PE1,FATI,2020-05-27,2020-05-27T13:02:00.000Z,143056.16949152542
RJ,COR1,2020-05-11,2020-05-11T05:49:00.000Z,318269.42253521126
PE1,FATI,2020-04-23,2020-04-23T13:45:00.000Z,193087.37662337662
PE1,BPRA,2020-05-04,2020-05-04T09:00:00.000Z,197794.68456375838
SP1,N19S,2020-04-25,2020-04-25T22:42:00.000Z,2416367.1914893617
BH,N19H,2020-05-22,2020-05-22T22:44:00.000Z,861979.6222222223
BH,DOMA,2020-04-12,2020-04-12T03:00:00.000Z,254667.46987951806
BH,MEPR,2020-05-23,2020-05-23T18:25:00.000Z,284402.4137931034
BH,COR1,2020-05-23,2020-05-23T05:15:00.000Z,93660.01149425287
DF,JHOJ,2020-04-18,2020-04-18T16:25:00.000Z,223223.07352941178
BH,INDD,2020-04-19,2020-04-19T10:31:00.000Z,151075.86363636365
BH,VALE,2020-06-15,2020-06-15T19:46:00.000Z,702248.6049382716
PE1,ESPO,2020-04-12,2020-04-12T13:00:00.000Z,267895.88590604026
DF,N20S,2020-05-16,2020-05-17T00:33:00.000Z,309597.91803278687
RJ,JGLO,2020-06-10,2020-06-10T03:26:00.000Z,527225.4237288135
SP1,SAME,2020-05-27,2020-05-27T04:52:00.000Z,436254.347826087
